Timestamp,Type,Name/Address,Signal Strength,Frequency,Latitude,Longitude,Additional Info
2024-12-09 06:22:15.458172,Bluetooth,68-72-C3-C8-7C-97 [68:72:C3:C8:7C:97],-70,2.4 GHz,39.74068870055913,-104.99147571428901,
2024-12-09 06:22:15.462441,Bluetooth,Govee_H6047_5D88 [D5:32:34:38:5D:88],-70,2.4 GHz,39.734863755901486,-104.99785772457417,
2024-12-09 06:22:15.466610,Bluetooth,4B-B2-23-E9-40-35 [4B:B2:23:E9:40:35],-70,2.4 GHz,39.7406116895335,-104.98685899920028,
2024-12-09 06:22:15.470766,Bluetooth,Vertuo_CV6_08F9E039D1C6 [08:F9:E0:39:D1:C6],-70,2.4 GHz,39.73209691544097,-104.99113693110247,
2024-12-09 06:22:15.474821,Bluetooth,48-AB-EB-08-23-93 [48:AB:EB:08:23:93],-70,2.4 GHz,39.735268604782284,-104.98520176027768,
2024-12-09 06:22:15.479479,Bluetooth,0A-FC-AE-A5-2A-22 [0A:FC:AE:A5:2A:22],-70,2.4 GHz,39.73201466410077,-104.99268400936546,
2024-12-09 06:22:15.484359,Bluetooth,73-C0-9A-BD-EF-0B [73:C0:9A:BD:EF:0B],-70,2.4 GHz,39.746807233632325,-104.98219945558368,
2024-12-09 06:22:15.488782,Bluetooth,6A-3F-EC-51-24-4B [6A:3F:EC:51:24:4B],-70,2.4 GHz,39.7450999007632,-104.98623944141475,
2024-12-09 06:22:15.495101,Bluetooth,66-F6-9C-76-3D-7D [66:F6:9C:76:3D:7D],-70,2.4 GHz,39.731210919709405,-104.9929628774465,
2024-12-09 06:22:15.499988,Bluetooth,69-78-0C-76-ED-04 [69:78:0C:76:ED:04],-70,2.4 GHz,39.74387903435275,-104.99821873594895,
2024-12-09 06:22:15.504373,Bluetooth,63-F1-87-36-FA-47 [63:F1:87:36:FA:47],-70,2.4 GHz,39.73427491394651,-104.99387949400385,
2024-12-09 06:22:15.508227,Bluetooth,04-89-18-33-E1-E1 [04:89:18:33:E1:E1],-70,2.4 GHz,39.73190814748889,-104.9815497997846,
2024-12-09 06:22:15.511897,Bluetooth,26-64-1F-01-29-A6 [26:64:1F:01:29:A6],-70,2.4 GHz,39.734241618244596,-104.990739297887,
2024-12-09 06:22:15.516082,Bluetooth,D0-03-DF-5F-53-63 [D0:03:DF:5F:53:63],-70,2.4 GHz,39.731367884135175,-104.98348114644018,
2024-12-09 06:22:15.520095,Bluetooth,D0-C2-4E-DF-DA-33 [D0:C2:4E:DF:DA:33],-70,2.4 GHz,39.73920941748058,-104.98972263272307,
2024-12-09 06:22:15.525781,Bluetooth,5B-51-C9-ED-FC-14 [5B:51:C9:ED:FC:14],-70,2.4 GHz,39.73809084102463,-104.99766058633048,
2024-12-09 06:22:15.529877,Bluetooth,BOSEbuild 2271 [08:DF:1F:FF:3F:5B],-70,2.4 GHz,39.73488876989934,-104.99639265012837,
2024-12-09 06:22:15.533993,Bluetooth,F2-90-55-52-37-3B [F2:90:55:52:37:3B],-70,2.4 GHz,39.74580007643439,-104.98816864243527,
2024-12-09 06:22:15.538189,Bluetooth,6B-D2-A6-01-D1-9C [6B:D2:A6:01:D1:9C],-70,2.4 GHz,39.74766635458869,-104.98440694070243,
2024-12-09 06:22:15.542568,Bluetooth,EB-79-01-F5-6E-7A [EB:79:01:F5:6E:7A],-70,2.4 GHz,39.73860555436067,-104.98347344651381,
2024-12-09 06:22:15.546624,Bluetooth,CD-61-87-91-82-EB [CD:61:87:91:82:EB],-70,2.4 GHz,39.747677221820446,-104.98400828715494,
2024-12-09 06:22:15.550607,Bluetooth,F0-D4-15-1E-88-E9 [F0:D4:15:1E:88:E9],-70,2.4 GHz,39.74801599898488,-104.99031565388877,
2024-12-09 06:22:15.554509,Bluetooth,AC-D5-64-95-54-A0 [AC:D5:64:95:54:A0],-70,2.4 GHz,39.74787769175782,-104.98728218929023,
2024-12-09 06:22:15.558518,Bluetooth,DB-0F-4B-4D-E5-95 [DB:0F:4B:4D:E5:95],-70,2.4 GHz,39.729575142318275,-104.99068665244626,
2024-12-09 06:22:15.563970,Bluetooth,AC-D5-64-95-6E-D6 [AC:D5:64:95:6E:D6],-70,2.4 GHz,39.73531101819974,-104.99744067856366,
2024-12-09 06:22:15.568355,Bluetooth,AC-D5-64-95-5F-B2 [AC:D5:64:95:5F:B2],-70,2.4 GHz,39.742690278495814,-104.98851350014984,
2024-12-09 06:22:15.572378,Bluetooth,CB-37-E6-6C-68-7E [CB:37:E6:6C:68:7E],-70,2.4 GHz,39.72989546165053,-104.99502244498332,
2024-12-09 06:22:15.576301,Bluetooth,D0-03-DF-C1-BA-81 [D0:03:DF:C1:BA:81],-70,2.4 GHz,39.74810797447653,-104.99825770212786,
2024-12-09 06:22:15.580178,Bluetooth,C8-0E-57-32-13-B4 [C8:0E:57:32:13:B4],-70,2.4 GHz,39.72943185128946,-104.99980032989578,
2024-12-09 06:22:15.584333,Bluetooth,EC-F1-06-83-E1-00 [EC:F1:06:83:E1:00],-70,2.4 GHz,39.73387090996908,-104.98898801825564,
2024-12-09 06:22:15.588579,Bluetooth,BlueCharm_Paulson [DD:34:02:06:BA:C5],-70,2.4 GHz,39.73072157695472,-104.9844589295804,
2024-12-09 06:22:15.593122,ADS-B,Aircraft,N/A,1090 MHz,39.7323867035123,-104.9831483350144,Sample ADS-B data
2024-12-09 06:22:15.597263,Wi-Fi,Unknown Device,N/A,2.4/5 GHz,39.73792415411632,-104.98974157325536,Sample Wi-Fi data
2024-12-09 06:22:15.601327,HackRF,Ambient Signal,N/A,915 MHz,39.746932431537374,-104.98310023815203,Sample HackRF data
2024-12-09 06:22:21.671137,Bluetooth,26-64-1F-01-29-A6 [26:64:1F:01:29:A6],-70,2.4 GHz,39.73590431198984,-104.98994441890058,
2024-12-09 06:22:21.693034,Bluetooth,72-F6-A7-78-6F-38 [72:F6:A7:78:6F:38],-70,2.4 GHz,39.738849570412356,-104.99128661091929,
2024-12-09 06:22:21.697834,Bluetooth,14-F6-D2-48-43-C7 [14:F6:D2:48:43:C7],-70,2.4 GHz,39.74189500282787,-104.99859610058017,
2024-12-09 06:22:21.702038,Bluetooth,68-72-C3-C8-7C-97 [68:72:C3:C8:7C:97],-70,2.4 GHz,39.74425067032952,-104.98925406186633,
2024-12-09 06:22:21.706181,Bluetooth,D0-03-DF-5F-4F-A5 [D0:03:DF:5F:4F:A5],-70,2.4 GHz,39.74721399350816,-104.9964127331655,
2024-12-09 06:22:21.710348,Bluetooth,3E-AC-BE-E9-5B-8C [3E:AC:BE:E9:5B:8C],-70,2.4 GHz,39.74554649079567,-104.98491747178325,
2024-12-09 06:22:21.714771,Bluetooth,73-C0-9A-BD-EF-0B [73:C0:9A:BD:EF:0B],-70,2.4 GHz,39.7447810816785,-104.98153600030051,
2024-12-09 06:22:21.719438,Bluetooth,Govee_H6047_5D88 [D5:32:34:38:5D:88],-70,2.4 GHz,39.749141379144966,-104.98871014199582,
2024-12-09 06:22:21.724217,Bluetooth,3D-2D-97-04-6A-9B [3D:2D:97:04:6A:9B],-70,2.4 GHz,39.74849143989483,-104.99068240688338,
2024-12-09 06:22:21.728778,Bluetooth,D0-03-DF-5F-4F-39 [D0:03:DF:5F:4F:39],-70,2.4 GHz,39.73490599980197,-104.98824025479509,
2024-12-09 06:22:21.733715,Bluetooth,04-89-18-33-E1-E1 [04:89:18:33:E1:E1],-70,2.4 GHz,39.74883792055354,-104.98453854223197,
2024-12-09 06:22:21.738431,Bluetooth,TY [C4:82:E1:CB:C1:2D],-70,2.4 GHz,39.74169920271786,-104.99034758555545,
2024-12-09 06:22:21.743043,Bluetooth,D0-03-DF-5F-54-8B [D0:03:DF:5F:54:8B],-70,2.4 GHz,39.742375296979716,-104.98614535553878,
2024-12-09 06:22:21.747872,Bluetooth,68-72-C3-C8-4E-21 [68:72:C3:C8:4E:21],-70,2.4 GHz,39.73329855234709,-104.98450275371101,
2024-12-09 06:22:21.752582,Bluetooth,D0-03-DF-5F-54-11 [D0:03:DF:5F:54:11],-70,2.4 GHz,39.74238792977977,-104.99185145383234,
2024-12-09 06:22:21.757477,Bluetooth,0A-FC-AE-A5-2A-22 [0A:FC:AE:A5:2A:22],-70,2.4 GHz,39.746426022723696,-104.98463675085867,
2024-12-09 06:22:21.762607,Bluetooth,D0-03-DF-5F-54-51 [D0:03:DF:5F:54:51],-70,2.4 GHz,39.73796810398672,-104.9803603320624,
2024-12-09 06:22:21.767373,Bluetooth,D0-C2-4E-DF-DA-33 [D0:C2:4E:DF:DA:33],-70,2.4 GHz,39.74143605761049,-104.99553645124543,
2024-12-09 06:22:21.772172,Bluetooth,5B-20-81-84-FC-1F [5B:20:81:84:FC:1F],-70,2.4 GHz,39.740270759895516,-104.9809104772937,
2024-12-09 06:22:21.776742,Bluetooth,BlueCharm_Paulson [DD:34:02:06:BA:C5],-70,2.4 GHz,39.7453150728806,-104.9998919210841,
2024-12-09 06:22:21.781323,Bluetooth,66-F6-9C-76-3D-7D [66:F6:9C:76:3D:7D],-70,2.4 GHz,39.73423141757507,-104.99509006928719,
2024-12-09 06:22:21.785726,Bluetooth,69-78-0C-76-ED-04 [69:78:0C:76:ED:04],-70,2.4 GHz,39.731514089509915,-104.98508800245838,
2024-12-09 06:22:21.789794,Bluetooth,BOSEbuild 2271 [08:DF:1F:FF:3F:5B],-70,2.4 GHz,39.74890296892785,-104.98535051542731,
2024-12-09 06:22:21.793723,Bluetooth,5B-51-C9-ED-FC-14 [5B:51:C9:ED:FC:14],-70,2.4 GHz,39.74554034145972,-104.99516819799366,
2024-12-09 06:22:21.797754,Bluetooth,63-F1-87-36-FA-47 [63:F1:87:36:FA:47],-70,2.4 GHz,39.74263144199625,-105.00013334234932,
2024-12-09 06:22:21.801786,Bluetooth,AC-D5-64-95-71-02 [AC:D5:64:95:71:02],-70,2.4 GHz,39.736585568315284,-104.9905302250925,
2024-12-09 06:22:21.805992,Bluetooth,6A-21-64-D2-D5-73 [6A:21:64:D2:D5:73],-70,2.4 GHz,39.73673574277405,-104.98546262474107,
2024-12-09 06:22:21.810193,Bluetooth,4B-B2-23-E9-40-35 [4B:B2:23:E9:40:35],-70,2.4 GHz,39.74193551307948,-104.9974894242812,
2024-12-09 06:22:21.814138,Bluetooth,F0-D4-15-1E-88-E9 [F0:D4:15:1E:88:E9],-70,2.4 GHz,39.73270176462005,-104.98437534468597,
2024-12-09 06:22:21.818260,Bluetooth,CD-61-87-91-82-EB [CD:61:87:91:82:EB],-70,2.4 GHz,39.73906642220378,-104.98523870426989,
2024-12-09 06:22:21.822284,Bluetooth,C8-0E-57-32-13-B4 [C8:0E:57:32:13:B4],-70,2.4 GHz,39.73959728537253,-104.98721408096651,
2024-12-09 06:22:21.826129,Bluetooth,6A-3F-EC-51-24-4B [6A:3F:EC:51:24:4B],-70,2.4 GHz,39.74109570963567,-104.98824921960782,
2024-12-09 06:22:21.830180,Bluetooth,DB-0F-4B-4D-E5-95 [DB:0F:4B:4D:E5:95],-70,2.4 GHz,39.74485356869269,-104.99343087686651,
2024-12-09 06:22:21.834669,Bluetooth,D0-03-DF-5F-53-63 [D0:03:DF:5F:53:63],-70,2.4 GHz,39.74401031548269,-104.99323024959419,
2024-12-09 06:22:21.838483,Bluetooth,EC-F1-06-83-E1-00 [EC:F1:06:83:E1:00],-70,2.4 GHz,39.736588334102095,-104.99486073007522,
2024-12-09 06:22:21.842281,Bluetooth,DD-01-AB-BB-23-AC [DD:01:AB:BB:23:AC],-70,2.4 GHz,39.734723006587565,-104.99435282382937,
2024-12-09 06:22:21.846156,Bluetooth,AC-D5-64-95-6E-D6 [AC:D5:64:95:6E:D6],-70,2.4 GHz,39.74794966984084,-104.98240423699507,
2024-12-09 06:22:21.850683,Bluetooth,AC-D5-64-95-5F-B2 [AC:D5:64:95:5F:B2],-70,2.4 GHz,39.73553782046759,-104.98386327639064,
2024-12-09 06:22:21.854990,Bluetooth,F2-90-55-52-37-3B [F2:90:55:52:37:3B],-70,2.4 GHz,39.73323155414823,-104.99419268559014,
2024-12-09 06:22:21.859216,Bluetooth,6B-D2-A6-01-D1-9C [6B:D2:A6:01:D1:9C],-70,2.4 GHz,39.73415394886796,-104.99329992053121,
2024-12-09 06:22:21.863044,Bluetooth,Vertuo_CV6_08F9E039D1C6 [08:F9:E0:39:D1:C6],-70,2.4 GHz,39.73750954717389,-104.99206162256479,
2024-12-09 06:22:21.867157,Bluetooth,EB-79-01-F5-6E-7A [EB:79:01:F5:6E:7A],-70,2.4 GHz,39.730810277956515,-104.99124414019516,
2024-12-09 06:22:21.871056,Bluetooth,48-AB-EB-08-23-93 [48:AB:EB:08:23:93],-70,2.4 GHz,39.734071071953416,-104.98031671752614,
2024-12-09 06:22:21.874891,Bluetooth,D0-03-DF-C1-BA-81 [D0:03:DF:C1:BA:81],-70,2.4 GHz,39.74104036879726,-104.99235719089796,
2024-12-09 06:22:21.878662,ADS-B,Aircraft,N/A,1090 MHz,39.74820267610194,-104.98158427105848,Sample ADS-B data
2024-12-09 06:22:21.882609,Wi-Fi,Unknown Device,N/A,2.4/5 GHz,39.74102376760712,-104.99960574057201,Sample Wi-Fi data
2024-12-09 06:22:21.886525,HackRF,Ambient Signal,N/A,915 MHz,39.74254891415376,-104.99504379986242,Sample HackRF data
2024-12-09 06:22:27.941052,Bluetooth,AC-D5-64-95-71-02 [AC:D5:64:95:71:02],-70,2.4 GHz,39.73870012454291,-104.98432173160299,
2024-12-09 06:22:27.946521,Bluetooth,D0-03-DF-5F-54-11 [D0:03:DF:5F:54:11],-70,2.4 GHz,39.7469876282847,-104.99345677787076,
2024-12-09 06:22:27.950833,Bluetooth,3E-AC-BE-E9-5B-8C [3E:AC:BE:E9:5B:8C],-70,2.4 GHz,39.745470841519,-104.9886925173995,
2024-12-09 06:22:27.954702,Bluetooth,TY [C4:82:E1:CB:C1:2D],-70,2.4 GHz,39.737945485543975,-104.99450441019746,
2024-12-09 06:22:27.958927,Bluetooth,D0-03-DF-5F-54-51 [D0:03:DF:5F:54:51],-70,2.4 GHz,39.73309458593597,-104.98455369853417,
2024-12-09 06:22:27.962753,Bluetooth,04-89-18-33-E1-E1 [04:89:18:33:E1:E1],-70,2.4 GHz,39.74784692351082,-104.99719497340286,
2024-12-09 06:22:27.966522,Bluetooth,72-F6-A7-78-6F-38 [72:F6:A7:78:6F:38],-70,2.4 GHz,39.745342785823595,-104.99229566817566,
2024-12-09 06:22:27.970437,Bluetooth,5B-51-C9-ED-FC-14 [5B:51:C9:ED:FC:14],-70,2.4 GHz,39.737917937112435,-104.98765158217135,
2024-12-09 06:22:27.974514,Bluetooth,D0-C2-4E-DF-DA-33 [D0:C2:4E:DF:DA:33],-70,2.4 GHz,39.73426241538825,-104.99386859961503,
2024-12-09 06:22:27.978892,Bluetooth,BOSEbuild 2271 [08:DF:1F:FF:3F:5B],-70,2.4 GHz,39.74766692422759,-104.99098603159793,
2024-12-09 06:22:27.983420,Bluetooth,26-64-1F-01-29-A6 [26:64:1F:01:29:A6],-70,2.4 GHz,39.73989635944023,-104.99330452455396,
2024-12-09 06:22:27.987470,Bluetooth,68-72-C3-C8-7C-97 [68:72:C3:C8:7C:97],-70,2.4 GHz,39.736098906632115,-104.98096797750148,
2024-12-09 06:22:27.993375,Bluetooth,5B-20-81-84-FC-1F [5B:20:81:84:FC:1F],-70,2.4 GHz,39.730752068310096,-104.99278032079697,
2024-12-09 06:22:27.999594,Bluetooth,4B-B2-23-E9-40-35 [4B:B2:23:E9:40:35],-70,2.4 GHz,39.739533298719394,-104.98756072433167,
2024-12-09 06:22:28.004326,Bluetooth,D0-03-DF-5F-4F-A5 [D0:03:DF:5F:4F:A5],-70,2.4 GHz,39.73371212625833,-104.98561372704165,
2024-12-09 06:22:28.008415,Bluetooth,3D-2D-97-04-6A-9B [3D:2D:97:04:6A:9B],-70,2.4 GHz,39.74416332149787,-104.99059256614004,
2024-12-09 06:22:28.014397,Bluetooth,BlueCharm_Paulson [DD:34:02:06:BA:C5],-70,2.4 GHz,39.74330359319111,-104.99808730317096,
2024-12-09 06:22:28.018345,Bluetooth,14-F6-D2-48-43-C7 [14:F6:D2:48:43:C7],-70,2.4 GHz,39.72961183264832,-104.98702521365443,
2024-12-09 06:22:28.022197,Bluetooth,6A-21-64-D2-D5-73 [6A:21:64:D2:D5:73],-70,2.4 GHz,39.73537357480882,-104.98731571885102,
2024-12-09 06:22:28.026200,Bluetooth,6A-3F-EC-51-24-4B [6A:3F:EC:51:24:4B],-70,2.4 GHz,39.74685638893488,-104.9846295512465,
2024-12-09 06:22:28.030403,Bluetooth,Govee_H6047_5D88 [D5:32:34:38:5D:88],-70,2.4 GHz,39.74086499238739,-104.99245917641367,
2024-12-09 06:22:28.034443,Bluetooth,EA-A2-75-AF-A9-D7 [EA:A2:75:AF:A9:D7],-70,2.4 GHz,39.7488020230848,-104.99810993308002,
2024-12-09 06:22:28.038303,Bluetooth,66-F6-9C-76-3D-7D [66:F6:9C:76:3D:7D],-70,2.4 GHz,39.73017665152299,-104.98925132417484,
2024-12-09 06:22:28.042275,Bluetooth,D0-03-DF-5F-4F-39 [D0:03:DF:5F:4F:39],-70,2.4 GHz,39.730316129060924,-104.99625673462484,
2024-12-09 06:22:28.046207,Bluetooth,69-78-0C-76-ED-04 [69:78:0C:76:ED:04],-70,2.4 GHz,39.73657919403895,-104.99570523141394,
2024-12-09 06:22:28.050104,Bluetooth,0A-FC-AE-A5-2A-22 [0A:FC:AE:A5:2A:22],-70,2.4 GHz,39.73561164608888,-104.99129257097567,
2024-12-09 06:22:28.054044,Bluetooth,D0-03-DF-C1-BA-81 [D0:03:DF:C1:BA:81],-70,2.4 GHz,39.73018127729995,-104.98937977603114,
2024-12-09 06:22:28.058137,Bluetooth,63-F1-87-36-FA-47 [63:F1:87:36:FA:47],-70,2.4 GHz,39.74022506386764,-104.99002797795455,
2024-12-09 06:22:28.062528,Bluetooth,CD-61-87-91-82-EB [CD:61:87:91:82:EB],-70,2.4 GHz,39.74811050797765,-104.99774880787864,
2024-12-09 06:22:28.066393,Bluetooth,D0-03-DF-5F-54-8B [D0:03:DF:5F:54:8B],-70,2.4 GHz,39.74895515373676,-104.98524555808157,
2024-12-09 06:22:28.070503,Bluetooth,AC-D5-64-95-5F-B2 [AC:D5:64:95:5F:B2],-70,2.4 GHz,39.73056497658464,-104.98112651787635,
2024-12-09 06:22:28.075058,Bluetooth,68-72-C3-C8-4E-21 [68:72:C3:C8:4E:21],-70,2.4 GHz,39.73856979479933,-104.9957671293416,
2024-12-09 06:22:28.079479,Bluetooth,Vertuo_CV6_08F9E039D1C6 [08:F9:E0:39:D1:C6],-70,2.4 GHz,39.741348789584734,-104.99588533794135,
2024-12-09 06:22:28.083366,Bluetooth,73-C0-9A-BD-EF-0B [73:C0:9A:BD:EF:0B],-70,2.4 GHz,39.72950043604597,-104.99011368547158,
2024-12-09 06:22:28.088152,Bluetooth,C8-0E-57-32-13-B4 [C8:0E:57:32:13:B4],-70,2.4 GHz,39.7370762451885,-104.99718571338488,
2024-12-09 06:22:28.093250,Bluetooth,DB-0F-4B-4D-E5-95 [DB:0F:4B:4D:E5:95],-70,2.4 GHz,39.72997314038126,-104.98768455564053,
2024-12-09 06:22:28.097899,Bluetooth,AC-D5-64-95-6E-D6 [AC:D5:64:95:6E:D6],-70,2.4 GHz,39.74489948624513,-104.98099537060948,
2024-12-09 06:22:28.102290,Bluetooth,D0-03-DF-5F-53-63 [D0:03:DF:5F:53:63],-70,2.4 GHz,39.735864095293174,-104.99767597334346,
2024-12-09 06:22:28.106947,Bluetooth,EC-F1-06-83-E1-00 [EC:F1:06:83:E1:00],-70,2.4 GHz,39.731653840739455,-104.99717454255035,
2024-12-09 06:22:28.111648,Bluetooth,DD-01-AB-BB-23-AC [DD:01:AB:BB:23:AC],-70,2.4 GHz,39.74135444057779,-104.9994896939184,
2024-12-09 06:22:28.115886,Bluetooth,AC-D5-64-95-54-A0 [AC:D5:64:95:54:A0],-70,2.4 GHz,39.74912059028148,-104.9804531296319,
2024-12-09 06:22:28.120294,Bluetooth,F0-D4-15-1E-88-E9 [F0:D4:15:1E:88:E9],-70,2.4 GHz,39.74409763205339,-104.99573560375337,
2024-12-09 06:22:28.125213,Bluetooth,EB-79-01-F5-6E-7A [EB:79:01:F5:6E:7A],-70,2.4 GHz,39.73383767009342,-104.99115816648994,
2024-12-09 06:22:28.129305,Bluetooth,48-AB-EB-08-23-93 [48:AB:EB:08:23:93],-70,2.4 GHz,39.74865495600363,-104.99743784189683,
2024-12-09 06:22:28.133061,Bluetooth,F2-90-55-52-37-3B [F2:90:55:52:37:3B],-70,2.4 GHz,39.73267597284465,-104.99709983229407,
2024-12-09 06:22:28.136826,Bluetooth,6B-D2-A6-01-D1-9C [6B:D2:A6:01:D1:9C],-70,2.4 GHz,39.736417566784446,-104.98764773868686,
2024-12-09 06:22:28.142493,ADS-B,Aircraft,N/A,1090 MHz,39.74392522658451,-104.9940154880876,Sample ADS-B data
2024-12-09 06:22:28.146641,Wi-Fi,Unknown Device,N/A,2.4/5 GHz,39.74616916831416,-104.99565385294751,Sample Wi-Fi data
2024-12-09 06:22:28.150421,HackRF,Ambient Signal,N/A,915 MHz,39.73497388207503,-104.98404425839075,Sample HackRF data
